loan_details_key,term,grade,sub_grade,purpose,title,application_type,initial_list_status
2624,36 months,C,C1,medical,Pay Medical Bills,Individual,f
2625,36 months,C,C1,medical,medical,Individual,f
2626,36 months,C,C1,moving,,Individual,f
2627,36 months,C,C1,moving,,Individual,w
2628,36 months,C,C1,moving,Moving and relocation,Individual,f
2629,36 months,C,C1,moving,Moving and relocation,Individual,w
2630,36 months,C,C1,moving,Moving and relocation,Joint App,f
2631,36 months,C,C1,moving,Moving and relocation,Joint App,w
2632,36 months,C,C1,other,,Individual,f
2633,36 months,C,C1,other,,Individual,w
2634,36 months,C,C1,other,,Joint App,f
2635,36 months,C,C1,other,,Joint App,w
2636,36 months,C,C1,other,Bridge Loan,Individual,w
2637,36 months,C,C1,other,Car Repair,Individual,w
2638,36 months,C,C1,other,Car financing,Individual,f
2639,36 months,C,C1,other,Citi Personal Loan,Individual,f
2640,36 months,C,C1,other,Credit card refinancing,Individual,f
2641,36 months,C,C1,other,Credit card refinancing,Individual,w
2642,36 months,C,C1,other,Debt consolidation,Individual,f
2643,36 months,C,C1,other,Debt consolidation,Individual,w
2644,36 months,C,C1,other,Dog Loan,Individual,w
2645,36 months,C,C1,other,Grandson's ride,Individual,w
2646,36 months,C,C1,other,MISC Bills,Individual,f
2647,36 months,C,C1,other,My loan,Individual,f
2648,36 months,C,C1,other,Other,Individual,f
2649,36 months,C,C1,other,Other,Individual,w
2650,36 months,C,C1,other,Other,Joint App,f
2651,36 months,C,C1,other,Other,Joint App,w
2652,36 months,C,C1,other,Property taxes,Individual,f
2653,36 months,C,C1,other,business,Individual,f
2654,36 months,C,C1,other,final mortgage payoff,Individual,f
2655,36 months,C,C1,other,personal,Individual,f
2656,36 months,C,C1,other,tax loan,Individual,f
2657,36 months,C,C1,renewable_energy,Green loan,Individual,f
2658,36 months,C,C1,renewable_energy,Green loan,Individual,w
2659,36 months,C,C1,renewable_energy,Green loan,Joint App,w
2660,36 months,C,C1,small_business,,Individual,f
2661,36 months,C,C1,small_business,,Individual,w
2662,36 months,C,C1,small_business,Business,Individual,f
2663,36 months,C,C1,small_business,Business,Individual,w
2664,36 months,C,C1,small_business,Business,Joint App,f
2665,36 months,C,C1,small_business,Business,Joint App,w
2666,36 months,C,C1,small_business,Business and debt consolidation,Individual,f
2667,36 months,C,C1,small_business,Home improvement,Individual,w
2668,36 months,C,C1,vacation,,Individual,f
2669,36 months,C,C1,vacation,,Individual,w
2670,36 months,C,C1,vacation,Debt consolidation,Individual,w
2671,36 months,C,C1,vacation,Home improvement,Individual,f
2672,36 months,C,C1,vacation,Vacation,Individual,f
2673,36 months,C,C1,vacation,Vacation,Individual,w
2674,36 months,C,C1,vacation,Vacation,Joint App,f
2675,36 months,C,C1,vacation,Vacation,Joint App,w
2676,36 months,C,C2,car,,Individual,f
2677,36 months,C,C2,car,,Individual,w
2678,36 months,C,C2,car,Aprentance Program,Individual,f
2679,36 months,C,C2,car,Car financing,Individual,f
2680,36 months,C,C2,car,Car financing,Individual,w
2681,36 months,C,C2,car,Car financing,Joint App,f
2682,36 months,C,C2,car,Car financing,Joint App,w
2683,36 months,C,C2,car,Debt consolidation,Individual,w
2684,36 months,C,C2,car,car loan,Individual,f
2685,36 months,C,C2,credit_card,,Individual,f
2686,36 months,C,C2,credit_card,,Individual,w
2687,36 months,C,C2,credit_card,,Joint App,f
2688,36 months,C,C2,credit_card,,Joint App,w
2689,36 months,C,C2,credit_card,Bill consildation,Individual,w
2690,36 months,C,C2,credit_card,CC consolidation,Individual,f
2691,36 months,C,C2,credit_card,Cards,Individual,f
2692,36 months,C,C2,credit_card,Combine bills,Individual,f
2693,36 months,C,C2,credit_card,Consolidate,Individual,f
2694,36 months,C,C2,credit_card,Consolidation,Individual,f
2695,36 months,C,C2,credit_card,Credit Card Consolidation,Individual,w
2696,36 months,C,C2,credit_card,Credit Card Consolidation Loan,Individual,w
2697,36 months,C,C2,credit_card,Credit Card Extinction,Individual,f
2698,36 months,C,C2,credit_card,Credit Card Payments,Individual,f
2699,36 months,C,C2,credit_card,Credit Card Payoff,Individual,f
2700,36 months,C,C2,credit_card,Credit Card Refinance,Individual,f
2701,36 months,C,C2,credit_card,Credit Card Relief,Individual,f
2702,36 months,C,C2,credit_card,Credit card,Individual,f
2703,36 months,C,C2,credit_card,Credit card refinancing,Individual,f
2704,36 months,C,C2,credit_card,Credit card refinancing,Individual,w
2705,36 months,C,C2,credit_card,Credit card refinancing,Joint App,f
2706,36 months,C,C2,credit_card,Credit card refinancing,Joint App,w
2707,36 months,C,C2,credit_card,Debt Consolidation,Individual,w
2708,36 months,C,C2,credit_card,Debt consolidation,Individual,f
2709,36 months,C,C2,credit_card,Debt consolidation,Individual,w
2710,36 months,C,C2,credit_card,DebtConsolidationLoan,Individual,f
2711,36 months,C,C2,credit_card,Getting things done,Individual,f
2712,36 months,C,C2,credit_card,Home buying,Individual,f
2713,36 months,C,C2,credit_card,Lower interest rates & pay taxes,Individual,f
2714,36 months,C,C2,credit_card,Major purchase,Individual,w
2715,36 months,C,C2,credit_card,Medical expenses,Individual,w
2716,36 months,C,C2,credit_card,Other,Individual,w
2717,36 months,C,C2,credit_card,Personal Loan,Individual,f
2718,36 months,C,C2,credit_card,Refresh,Individual,w
2719,36 months,C,C2,credit_card,consolidation,Individual,w
2720,36 months,C,C2,credit_card,credit card,Individual,f
2721,36 months,C,C2,credit_card,credit card consolidation,Individual,f
2722,36 months,C,C2,credit_card,credit card payoff,Individual,f
2723,36 months,C,C2,credit_card,credit card refinancing,Individual,w
2724,36 months,C,C2,credit_card,home security,Individual,w
2725,36 months,C,C2,credit_card,pay off cc and home improvements,Individual,f
2726,36 months,C,C2,debt_consolidation,,Individual,f
2727,36 months,C,C2,debt_consolidation,,Individual,w
2728,36 months,C,C2,debt_consolidation,,Joint App,f
2729,36 months,C,C2,debt_consolidation,,Joint App,w
2730,36 months,C,C2,debt_consolidation,Almost under,Individual,f
2731,36 months,C,C2,debt_consolidation,Business,Individual,f
2732,36 months,C,C2,debt_consolidation,Business Consolidation Loan,Individual,f
2733,36 months,C,C2,debt_consolidation,CONSOLIDATION,Individual,f
2734,36 months,C,C2,debt_consolidation,Cash Flow,Individual,f
2735,36 months,C,C2,debt_consolidation,Chase Credit Cards,Individual,w
2736,36 months,C,C2,debt_consolidation,Completecare,Individual,f
2737,36 months,C,C2,debt_consolidation,Compliments,Individual,f
2738,36 months,C,C2,debt_consolidation,Consoladation,Individual,f
2739,36 months,C,C2,debt_consolidation,Consolidate debt at lower rate & pay off,Individual,f
2740,36 months,C,C2,debt_consolidation,Consolidation,Individual,f
2741,36 months,C,C2,debt_consolidation,Consolidation Loan,Individual,f
2742,36 months,C,C2,debt_consolidation,Consolodation,Individual,f
2743,36 months,C,C2,debt_consolidation,Credit Card Consolidation,Individual,f
2744,36 months,C,C2,debt_consolidation,Credit Card Consolidation,Individual,w
2745,36 months,C,C2,debt_consolidation,Credit Card Payoff,Individual,f
2746,36 months,C,C2,debt_consolidation,Credit Cards,Individual,w
2747,36 months,C,C2,debt_consolidation,Credit card payoff,Individual,w
2748,36 months,C,C2,debt_consolidation,Credit card refinancing,Individual,f
2749,36 months,C,C2,debt_consolidation,Credit card refinancing,Individual,w
2750,36 months,C,C2,debt_consolidation,DEBT CONSOLIDATION LOAN,Individual,w
2751,36 months,C,C2,debt_consolidation,DEBT LOAN,Individual,w
2752,36 months,C,C2,debt_consolidation,DEBTLOAN,Individual,w
2753,36 months,C,C2,debt_consolidation,Debt Combine,Individual,f
2754,36 months,C,C2,debt_consolidation,Debt Consoildation,Individual,f
2755,36 months,C,C2,debt_consolidation,Debt Consoladation,Individual,f
2756,36 months,C,C2,debt_consolidation,Debt Consolidation,Individual,f
2757,36 months,C,C2,debt_consolidation,Debt Consolidation,Individual,w
2758,36 months,C,C2,debt_consolidation,Debt Consolidation,Individual,f
2759,36 months,C,C2,debt_consolidation,Debt Consolidation Loan,Individual,f
2760,36 months,C,C2,debt_consolidation,Debt Loan,Individual,f
2761,36 months,C,C2,debt_consolidation,Debt Restructure,Individual,w
2762,36 months,C,C2,debt_consolidation,Debt consolidate and furniture,Individual,f
2763,36 months,C,C2,debt_consolidation,Debt consolidation,Individual,f
2764,36 months,C,C2,debt_consolidation,Debt consolidation,Individual,w
2765,36 months,C,C2,debt_consolidation,Debt consolidation,Joint App,f
2766,36 months,C,C2,debt_consolidation,Debt consolidation,Joint App,w
2767,36 months,C,C2,debt_consolidation,Debt consollidation,Individual,w
2768,36 months,C,C2,debt_consolidation,Debt free,Individual,w
2769,36 months,C,C2,debt_consolidation,Debt pay off,Individual,f
2770,36 months,C,C2,debt_consolidation,Debt payoff,Individual,f
2771,36 months,C,C2,debt_consolidation,Dloan,Individual,f
2772,36 months,C,C2,debt_consolidation,Freedom Loan,Individual,f
2773,36 months,C,C2,debt_consolidation,Fresh start,Individual,w
2774,36 months,C,C2,debt_consolidation,Get out of debt,Individual,f
2775,36 months,C,C2,debt_consolidation,Get out of debt quick,Individual,f
2776,36 months,C,C2,debt_consolidation,Health,Individual,f
2777,36 months,C,C2,debt_consolidation,Home improvement,Individual,w
2778,36 months,C,C2,debt_consolidation,House,Individual,f
2779,36 months,C,C2,debt_consolidation,I WILL BE FREE,Individual,f
2780,36 months,C,C2,debt_consolidation,If only life took Monopoly money,Individual,w
2781,36 months,C,C2,debt_consolidation,Investment for me,Individual,f
2782,36 months,C,C2,debt_consolidation,Last Debts Consolidation,Individual,f
2783,36 months,C,C2,debt_consolidation,Loan Consolidation,Individual,f
2784,36 months,C,C2,debt_consolidation,Loan Consolidation,Individual,w
2785,36 months,C,C2,debt_consolidation,Loan Payoff,Individual,w
2786,36 months,C,C2,debt_consolidation,Loans,Individual,w
2787,36 months,C,C2,debt_consolidation,Major CC Payoff,Individual,f
2788,36 months,C,C2,debt_consolidation,My Debt Help,Individual,f
2789,36 months,C,C2,debt_consolidation,My loan,Individual,f
2790,36 months,C,C2,debt_consolidation,On my way to being debt free,Individual,f
2791,36 months,C,C2,debt_consolidation,Other,Individual,f
2792,36 months,C,C2,debt_consolidation,Other,Individual,w
2793,36 months,C,C2,debt_consolidation,Other,Joint App,w
2794,36 months,C,C2,debt_consolidation,Out of Debt Faster,Individual,f
2795,36 months,C,C2,debt_consolidation,PayOffCards,Individual,f
2796,36 months,C,C2,debt_consolidation,Payoff,Individual,f
2797,36 months,C,C2,debt_consolidation,Payoff Loan,Individual,f
2798,36 months,C,C2,debt_consolidation,Personal Consolidation,Individual,f
2799,36 months,C,C2,debt_consolidation,Personal Debt,Individual,f
2800,36 months,C,C2,debt_consolidation,Personal Loan,Individual,f
2801,36 months,C,C2,debt_consolidation,Personal loan to payoff credit cards,Individual,f
2802,36 months,C,C2,debt_consolidation,Small Loan,Individual,f
2803,36 months,C,C2,debt_consolidation,The right loan,Individual,f
2804,36 months,C,C2,debt_consolidation,Trustworthy,Individual,f
2805,36 months,C,C2,debt_consolidation,Trying to get to $0 Debt for my kids,Individual,w
2806,36 months,C,C2,debt_consolidation,Vacation,Individual,f
2807,36 months,C,C2,debt_consolidation,Vacation,Individual,w
2808,36 months,C,C2,debt_consolidation,bills,Individual,w
2809,36 months,C,C2,debt_consolidation,consolidate debt,Individual,f
2810,36 months,C,C2,debt_consolidation,consolidate loan,Individual,w
2811,36 months,C,C2,debt_consolidation,consolidation,Individual,f
2812,36 months,C,C2,debt_consolidation,consolidation,Individual,w
2813,36 months,C,C2,debt_consolidation,credit cards,Individual,f
2814,36 months,C,C2,debt_consolidation,debt consolidation,Individual,f
2815,36 months,C,C2,debt_consolidation,debt consolidation,Individual,w
2816,36 months,C,C2,debt_consolidation,debt consolidation,Individual,f
2817,36 months,C,C2,debt_consolidation,freedom loan,Individual,w
2818,36 months,C,C2,debt_consolidation,get rid of some debt,Individual,f
2819,36 months,C,C2,debt_consolidation,lifetime a new beginning,Individual,w
2820,36 months,C,C2,debt_consolidation,loan1,Individual,f
2821,36 months,C,C2,debt_consolidation,lower monthly interest payments,Individual,f
2822,36 months,C,C2,debt_consolidation,mydebtconsolidation,Individual,f
2823,36 months,C,C2,debt_consolidation,myloan,Individual,f
2824,36 months,C,C2,debt_consolidation,newnewyearspecial,Individual,f
2825,36 months,C,C2,debt_consolidation,nomoredebt,Individual,f
2826,36 months,C,C2,debt_consolidation,pay off bills,Individual,w
2827,36 months,C,C2,debt_consolidation,pay off credit cards,Individual,f
2828,36 months,C,C2,debt_consolidation,streach the buget,Individual,f
2829,36 months,C,C2,debt_consolidation,structure,Individual,w
2830,36 months,C,C2,debt_consolidation,winter,Individual,f
2831,36 months,C,C2,home_improvement,,Individual,f
2832,36 months,C,C2,home_improvement,,Individual,w
2833,36 months,C,C2,home_improvement,,Joint App,w
2834,36 months,C,C2,home_improvement,"Boardncare\"\"",Individual,f
2835,36 months,C,C2,home_improvement,Credit card refinancing,Individual,w
2836,36 months,C,C2,home_improvement,Debt consolidation,Individual,w
2837,36 months,C,C2,home_improvement,Home,Individual,f
2838,36 months,C,C2,home_improvement,Home Improvement,Individual,f
2839,36 months,C,C2,home_improvement,Home Improvement/CC Debt,Individual,w
2840,36 months,C,C2,home_improvement,Home improvement,Individual,f
2841,36 months,C,C2,home_improvement,Home improvement,Individual,w
2842,36 months,C,C2,home_improvement,Home improvement,Joint App,f
2843,36 months,C,C2,home_improvement,Home improvement,Joint App,w
2844,36 months,C,C2,home_improvement,Horse farm upgrades,Individual,w
2845,36 months,C,C2,home_improvement,Major purchase,Individual,f
2846,36 months,C,C2,home_improvement,New Furnance,Individual,w
2847,36 months,C,C2,home_improvement,Other,Individual,f
2848,36 months,C,C2,house,,Individual,w
2849,36 months,C,C2,house,Bill Consolidation,Individual,w
2850,36 months,C,C2,house,Home buying,Individual,f
2851,36 months,C,C2,house,Home buying,Individual,w
2852,36 months,C,C2,house,Home buying,Joint App,f
2853,36 months,C,C2,house,Home buying,Joint App,w
2854,36 months,C,C2,major_purchase,,Individual,f
2855,36 months,C,C2,major_purchase,,Individual,w
2856,36 months,C,C2,major_purchase,,Joint App,w
2857,36 months,C,C2,major_purchase,Credit card refinancing,Individual,f
2858,36 months,C,C2,major_purchase,Credit card refinancing,Individual,w
2859,36 months,C,C2,major_purchase,Debt consolidation,Individual,f
2860,36 months,C,C2,major_purchase,Debt consolidation,Individual,w
2861,36 months,C,C2,major_purchase,Hot Tub,Individual,w
2862,36 months,C,C2,major_purchase,Major purchase,Individual,f
2863,36 months,C,C2,major_purchase,Major purchase,Individual,w
2864,36 months,C,C2,major_purchase,Major purchase,Joint App,f
2865,36 months,C,C2,major_purchase,Major purchase,Joint App,w
2866,36 months,C,C2,medical,,Individual,f
2867,36 months,C,C2,medical,,Individual,w
2868,36 months,C,C2,medical,Be Healthy 2014,Individual,f
2869,36 months,C,C2,medical,Dentist,Individual,f
2870,36 months,C,C2,medical,Medical expenses,Individual,f
2871,36 months,C,C2,medical,Medical expenses,Individual,w
2872,36 months,C,C2,medical,Medical expenses,Joint App,f
2873,36 months,C,C2,medical,Medical expenses,Joint App,w
2874,36 months,C,C2,medical,payments,Individual,w
2875,36 months,C,C2,moving,,Individual,w
2876,36 months,C,C2,moving,Home improvement,Individual,w
2877,36 months,C,C2,moving,Moving and relocation,Individual,f
2878,36 months,C,C2,moving,Moving and relocation,Individual,w
2879,36 months,C,C2,moving,Moving and relocation,Joint App,f
2880,36 months,C,C2,moving,Moving and relocation,Joint App,w
2881,36 months,C,C2,other,,Individual,f
2882,36 months,C,C2,other,,Individual,w
2883,36 months,C,C2,other,,Joint App,w
2884,36 months,C,C2,other,A load off my shoulders!,Individual,f
2885,36 months,C,C2,other,Above Water,Individual,f
2886,36 months,C,C2,other,Back to school,Individual,f
2887,36 months,C,C2,other,Car financing,Individual,f
2888,36 months,C,C2,other,Debt Consolidation,Individual,w
2889,36 months,C,C2,other,Debt consolidation,Individual,f
2890,36 months,C,C2,other,Debt consolidation,Individual,w
2891,36 months,C,C2,other,Home improvement,Individual,w
2892,36 months,C,C2,other,LOAN,Individual,w
2893,36 months,C,C2,other,Other,Individual,f
2894,36 months,C,C2,other,Other,Individual,w
2895,36 months,C,C2,other,Other,Joint App,f
2896,36 months,C,C2,other,Other,Joint App,w
2897,36 months,C,C2,other,Taxes/restructure loans,Individual,w
